Kimono_1920x1080_24_qp37_orig_60fr_hm_out,34.8499,39.7266,41.3858,35.9468,690.7744,1543.38
ParkScene_1920x1080_24_qp22_orig_60fr_hm_out,39.4587,41.9696,43.5173,40.2079,9403.536,2220.58
ParkScene_1920x1080_24_qp27_orig_60fr_hm_out,36.9216,40.1388,41.4415,37.81,3719.2576,1714.9
ParkScene_1920x1080_24_qp32_orig_60fr_hm_out,34.4908,38.6642,40.0626,35.5485,1598.9792,1468.65
ParkScene_1920x1080_24_qp37_orig_60fr_hm_out,32.175,37.5904,39.2656,33.4119,715.8784,1338.99
PartyScene_832x480_50_qp22_orig_60fr_hm_out,37.8237,40.9748,41.4936,38.4648,11635,572.99
PartyScene_832x480_50_qp27_orig_60fr_hm_out,33.7347,38.3236,38.6252,34.6263,5444.9667,456.97
PartyScene_832x480_50_qp32_orig_60fr_hm_out,30.2196,36.4704,36.6159,31.348,2436.94,365.31
PartyScene_832x480_50_qp37_orig_60fr_hm_out,27.3987,35.1914,35.294,28.7304,1118.5067,307.07
PeopleOnStreet_2560x1600_30_crop_qp22_orig_60fr_hm_out,40.1283,44.777,44.6473,40.9885,34625.948,6516.83
PeopleOnStreet_2560x1600_30_crop_qp27_orig_60fr_hm_out,36.9817,42.9093,43.2734,38.0751,16373.404,5385.32
PeopleOnStreet_2560x1600_30_crop_qp32_orig_60fr_hm_out,33.9988,41.3159,41.9682,35.256,8446.7,4940.09
PeopleOnStreet_2560x1600_30_crop_qp37_orig_60fr_hm_out,31.278,40.1407,40.9605,32.6591,4685.124,4298.63
RaceHorses_416x240_30_qp22_orig_60fr_hm_out,38.4139,41.2826,41.7019,38.9136,1609.904,166.33
RaceHorses_416x240_30_qp27_orig_60fr_hm_out,34.5477,38.684,38.9755,35.349,746.864,132.13
RaceHorses_416x240_30_qp32_orig_60fr_hm_out,31.3165,36.6989,36.8405,32.3673,350.252,107.26
RaceHorses_416x240_30_qp37_orig_60fr_hm_out,28.6897,35.4685,35.3811,29.9345,170.348,90.34
RaceHorses_832x480_30_qp22_orig_60fr_hm_out,38.3813,41.0505,42.0466,38.8286,6396.768,690.69
RaceHorses_832x480_30_qp27_orig_60fr_hm_out,34.5766,38.8078,39.8289,35.3991,2628.156,536.23
RaceHorses_832x480_30_qp32_orig_60fr_hm_out,31.615,37.0656,38.0173,32.7023,1176.816,431.76
RaceHorses_832x480_30_qp37_orig_60fr_hm_out,29.0835,35.9717,36.767,30.3837,558.552,369.03
SlideEditing_1280x720_30.yuv_qp22_orig_60fr_hm_out,47.4482,46.0169,45.9782,46.8939,1479.9,554.23
SlideEditing_1280x720_30.yuv_qp27_orig_60fr_hm_out,43.2632,41.8236,41.7961,42.7102,1114.832,553.34
SlideEditing_1280x720_30.yuv_qp32_orig_60fr_hm_out,38.788,39.1726,39.306,38.9174,840.76,541.26
SlideEditing_1280x720_30.yuv_qp37_orig_60fr_hm_out,34.0702,38.0598,37.6372,34.9855,630.68,983.32
Tennis_1920x1080_24.yuv_qp22_orig_60fr_hm_out,40.5562,43.8692,44.9446,41.4416,6861.6064,2682.54
Tennis_1920x1080_24.yuv_qp27_orig_60fr_hm_out,38.4755,42.4492,43.137,39.4246,2988.704,2228.2
Tennis_1920x1080_24.yuv_qp32_orig_60fr_hm_out,36.1713,41.1725,41.6624,37.237,1426.4288,1929.27
Tennis_1920x1080_24.yuv_qp37_orig_60fr_hm_out,33.9052,40.3123,40.7237,35.123,735.9328,1689.01
Traffic_2560x1600_30_crop_qp22_orig_60fr_hm_out,41.3155,41.4735,44.0452,41.6189,15901.96,3863.69
Traffic_2560x1600_30_crop_qp27_orig_60fr_hm_out,38.6811,39.7002,42.1276,39.2276,6127.6,3081.26
Traffic_2560x1600_30_crop_qp32_orig_60fr_hm_out,36.1906,38.336,40.662,36.9876,2785.88,2703.68
Traffic_2560x1600_30_crop_qp37_orig_60fr_hm_out,33.6533,37.3158,39.601,34.7138,1403.16,2533.56
