YUV,QP,128x128,128x64,64x128,64x64,64x48,64x32,64x24,64x16,64x12,64x8,64x4,64x2,48x64,48x32,48x16,48x8,48x4,32x64,32x48,32x32,32x24,32x16,32x12,32x8,32x4,32x2,24x64,24x32,24x16,24x8,24x4,16x64,16x48,16x32,16x24,16x16,16x12,16x8,16x4,16x2,12x64,12x32,12x16,12x8,12x4,8x64,8x48,8x32,8x24,8x16,8x12,8x8,8x4,8x2,4x64,4x48,4x32,4x24,4x16,4x12,4x8,4x4,4x2,2x64,2x32,2x16,2x8,2x4,zeros,resto,chroma
MarketPlace_INTRA.csv,37,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,214,0,199,0,443,944,12,0,0,0,0,0,0,0,111,0,363,0,2066,4861,8,0,0,0,0,0,0,0,187,0,872,0,4152,8732,26,0,0,5221,0,4499,0,3848,1570,0,0,0,8,116,0,451,31232,100588
PartyScene_INTER.csv,22,48,0,0,365,0,78,0,117,0,54,30,0,0,0,0,0,0,56,0,1243,0,767,0,663,313,0,0,0,0,0,0,114,0,852,0,2452,0,2625,1721,44,0,0,0,0,0,34,0,918,0,3364,0,4511,3500,748,25,0,544,0,3115,0,5719,5234,0,0,0,76,1158,0,3598,312,47459
PartyScene_INTER.csv,27,80,0,0,550,0,175,0,89,0,37,10,0,0,0,0,0,0,91,0,1521,0,816,0,674,199,0,0,0,0,0,0,116,0,989,0,2318,0,2089,1169,28,0,0,0,0,0,64,0,1075,0,2973,0,3958,2495,340,40,0,546,0,2585,0,4179,2680,0,0,0,100,634,0,1866,188,24226
PartyScene_INTER.csv,32,138,4,0,608,0,301,0,89,0,35,8,0,0,0,0,0,0,129,0,1398,0,708,0,505,117,0,0,0,0,0,0,138,0,969,0,1822,0,1448,755,16,0,0,0,0,0,86,0,1014,0,2379,0,2890,1334,142,19,0,509,0,1813,0,1950,854,0,0,0,104,226,0,514,140,11032
PartyScene_INTER.csv,37,185,0,15,752,0,365,0,102,0,43,8,0,0,0,0,0,0,186,0,1127,0,510,0,344,64,0,0,0,0,0,0,175,0,808,0,1059,0,736,272,12,0,0,0,0,0,106,0,742,0,1381,0,1187,247,28,29,0,349,0,719,0,382,60,0,0,4,40,50,0,26,24,3176
PartyScene_INTRA.csv,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,8,0,24,32,0,0,0,0,0,0,0,0,4,0,143,0,380,669,72,0,0,0,0,0,0,0,15,0,328,0,1619,4783,1382,0,0,28,0,525,0,5329,9254,0,0,0,76,1674,0,2551,492,17631
PartyScene_INTRA.csv,27,0,0,0,0,0,3,0,1,0,3,2,0,0,0,0,0,0,1,0,23,0,56,0,63,48,0,0,0,0,0,0,0,0,49,0,271,0,489,707,80,0,0,0,0,0,1,0,73,0,485,0,1796,4200,1224,0,0,58,0,693,0,4952,8294,0,0,0,100,1880,0,2169,552,13100
PartyScene_INTRA.csv,32,0,0,0,7,0,8,0,14,0,4,0,0,0,0,0,0,0,9,0,77,0,103,0,88,33,8,0,0,0,0,0,9,0,87,0,303,0,495,652,104,0,0,0,0,0,2,0,70,0,507,0,1648,3355,1094,1,0,49,0,742,0,3830,6048,0,0,4,132,1344,0,1301,476,9194
PartyScene_INTRA.csv,37,2,1,0,27,0,21,0,11,0,3,0,0,0,0,0,0,0,12,0,123,0,91,0,82,62,4,0,0,0,0,0,8,0,92,0,274,0,580,653,112,0,0,0,0,0,5,0,108,0,541,0,1623,2308,676,0,0,77,0,703,0,2640,3658,0,0,12,136,916,0,512,456,5823
RaceHorses_INTER.csv,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,267,0,189,90,0,0,0,0,0,0,2,0,354,0,1271,0,955,616,0,0,0,0,0,0,3,0,512,0,2041,0,2386,1376,104,0,0,349,0,2091,0,2295,886,0,0,0,28,184,0,676,80,15977
RaceHorses_INTER.csv,27,0,0,0,1,0,5,0,14,0,2,0,0,0,0,0,0,0,7,0,359,0,456,0,226,80,0,0,0,0,0,0,13,0,597,0,1353,0,897,369,4,0,0,0,0,0,11,0,722,0,1890,0,1845,777,50,0,0,377,0,1485,0,1307,398,0,0,0,28,94,0,272,20,6971
RaceHorses_INTER.csv,32,0,0,0,13,0,45,0,58,0,13,0,0,0,0,0,0,0,59,0,518,0,482,0,221,39,0,0,0,0,0,0,63,0,789,0,1048,0,635,222,8,0,0,0,0,0,66,0,752,0,1343,0,825,225,14,15,0,363,0,755,0,382,106,0,0,8,12,30,0,43,20,2523
RaceHorses_INTER.csv,37,0,0,0,50,0,95,0,130,0,23,4,0,0,0,0,0,0,142,0,569,0,464,0,154,20,0,0,0,0,0,0,136,0,655,0,557,0,240,56,0,0,0,0,0,0,130,0,513,0,476,0,189,41,4,20,0,210,0,208,0,58,6,0,4,0,4,0,0,4,0,719
